Date;Open;High;Low;Close;Adj Close;Volume;y;predn;SES open;SES High;SES Low;SES Close;SES Adj Close;SES Volume;MACD;MTM;RSI;ATR;ADOSC;CCI;MFI;ULTSOC;Donchian upper;Donchian Lower;Donchian Medium;Upper BB;Lower BB;OBV;SMA;TSI;CC;SO%k;SO%d;MI;1-EMV;15-EMV;+VI;-VI;CO;ROC
22/09/2017;442.5;450;440;450;450;129600;7.5;1;439.0178021;444.8614402;437.4870404;444.6490379;444.6490379;89810.02699;7.14304335;27.47626637;70.182257;11.28054788;7512254.425;81.85198561;42.71313147;95.01203551;447.8073871;417.1727715;432.4900793;452.9310915;413.2387397;16067123.13;433.0849156;33.80260344;6.864689185;85.79818118;73.0236421;22.91989376;10779.54546;22842.31891;0.977246407;0.990011255;148602.8011;6.586303863
25/09/2017;450;450;450;450;450;0;0;1;444.508901;447.4307201;443.7435202;447.3245189;447.3245189;44905.0135;7.73792102;29.98813318;71.71402938;11.38189031;7554572.671;100.0590989;43.41532445;93.93201609;447.8073871;417.3363857;432.5718864;454.2104601;415.9577888;16112028.14;435.0841245;35.47992672;6.695697613;93.45814174;83.16032942;23.08894644;-15138.00154;21756.72723;1.01508658;0.976009589;156858.1044;7.18560236
26/09/2017;450;470;450;470;470;4800;20;-1;447.2544505;458.7153601;446.8717601;458.6622595;458.6622595;24852.50675;9.020246975;41.24406659;77.06373636;12.09922818;7579202.326;158.6822605;43.05168946;93.42817026;447.8073871;417.4181929;432.61279;457.8487308;417.818727;16136880.65;437.8337289;39.16186633;6.805724711;99.87616488;93.0441626;23.36373332;194348.8843;34822.81435;1.0250077;0.915704396;153812.1547;9.880754432
27/09/2017;470;470;461.25;461.25;461.25;6000;-8.75;-1;458.6272253;464.35768;454.06088;459.9561297;459.9561297;15426.25337;10.02533819;32.4970333;77.58215454;12.11628794;7581440.127;173.0432302;42.82159019;94.52700204;458.6622595;424.3846058;441.5234327;461.9918019;418.0085937;16152306.9;440.0001978;42.10217317;7.421057051;90.92882597;94.75437753;23.67860273;-51623.32559;31425.99375;1.058566872;0.887758636;139295.1887;7.602372617
28/09/2017;460;460;460;460;460;11200;-1.25;1;459.3136126;462.17884;457.03044;459.9780649;459.9780649;13313.12669;10.70030376;21.24851665;77.5913545;11.70815116;7583371.388;142.8536923;42.86725659;94.79794931;459.9561297;424.3846058;442.1703678;465.5332363;417.3002949;16165620.03;441.4167656;44.32981325;8.346737683;90.97403218;93.92634101;23.96549723;-99548.44975;24808.33932;1.07443242;0.897794809;121307.723;4.843192517
29/09/2017;467.5;467.5;467.5;467.5;467.5;34400;7.5;1;463.4068063;464.83942;462.26522;463.7390324;463.7390324;23856.56334;11.40720237;19.37425832;79.16231093;11.65655977;7586832.127;141.1050851;43.20241652;97.12223067;459.9780649;424.3846058;442.1813354;469.2694285;416.147337;16189476.59;442.7083828;46.71223063;9.4426919;97.75450026;93.21911947;24.20915651;-13888.22338;23885.95841;1.090070784;0.870807846;104022.3837;4.359989687
02/10/2017;467.5;467.5;466.25;467.5;467.5;14000;0;1;465.4534032;466.16971;464.25761;465.6195162;465.6195162;18928.28167;11.9810538;17.81212916;79.91656851;10.52242356;7594867.439;120.8869151;45.64177417;96.21462004;463.7390324;424.3846058;444.0618191;472.7557635;415.0359526;16208404.88;443.8958581;48.88398318;11.12305091;98.90692332;95.87848526;24.39915434;-3344.205844;-4561.192162;1.209629849;0.866980609;90051.21857;3.977631829
03/10/2017;400;467.5;400;467.5;467.5;196800;0;1;432.7267016;466.834855;432.128805;466.5597581;466.5597581;107864.1408;12.36912132;20.15606458;80.2986011;11.31306954;7701021.614;54.61149562;47.87659029;93.46422175;465.6195162;424.3846058;445.002061;476.2390869;414.2401045;16316269.02;445.2395957;50.75577473;12.7337698;99.46058971;98.70733777;24.89946461;527584.2646;29084.27758;1.015561583;0.882500889;109925.5957;4.515210083
04/10/2017;467.5;467.5;467.5;467.5;467.5;1600;0;1;450.1133508;467.1674275;449.8144025;467.0298791;467.0298791;54732.07042;12.5697067;34.45303229;80.49734304;10.70839253;7754886.019;71.38980747;63.42073646;91.84747545;466.5597581;424.3846058;445.472182;479.5321678;415.5407613;16371001.09;447.5364645;52.33823347;14.04324522;99.73204223;99.36651842;25.36445458;-275092.3493;9550.034948;1.162909625;0.859698497;125201.461;7.964603873
05/10/2017;475;475;475;475;475;40000;7.5;1;462.5566754;471.0837138;462.4072013;471.0149395;471.0149395;47366.03521;12.90151254;45.97651615;82.13417487;10.15605402;7801501.162;90.15527767;74.99606904;91.36219904;467.0298791;424.3846058;445.7072424;482.1953334;419.0077978;16418367.12;450.6015656;54.23448025;15.30019176;99.87551821;99.68938338;25.73162008;-79468.19786;8055.758649;1.265397599;0.753286641;134900.8187;10.81702585
06/10/2017;472.5;475;472.5;475;475;62400;0;-1;467.5283377;473.0418569;467.4536006;473.0074698;473.0074698;54883.0176;13.17339687;47.98825807;82.90289133;9.546551434;7855708.738;95.42716702;86.8775702;90.36809354;471.0149395;424.3846058;447.6997727;484.0758153;423.5257503;16473250.14;453.8007828;56.06509243;15.92713297;99.93542231;99.84766092;26.03122258;-15722.50219;7924.067381;1.34087406;0.68499101;143852.8922;11.29084445
09/10/2017;472.5;472.5;472.5;472.5;472.5;20000;-2.5;1;470.0141688;472.7709284;469.9768003;472.7537349;472.7537349;37441.5088;13.21604652;48.36912904;82.41904311;9.215902896;7892689.458;92.30805708;86.56557371;90.07752718;473.0074698;424.3846058;448.6960378;484.2288097;429.8219731;16435808.63;457.0253914;57.42693727;15.96133276;99.43110089;99.74734714;26.2373024;-10425.79777;10117.1567;1.341018353;0.653805676;146204.1609;11.39747492
10/10/2017;472.5;472.5;472.5;472.5;472.5;45200;0;1;471.2570844;472.6354642;471.2384002;472.6268674;472.6268674;41320.7544;13.08873079;42.93456452;82.1621547;8.717245294;7933501.681;89.07720887;85.07566859;90.16954536;473.0074698;429.6923029;451.3498863;483.8237991;435.9515923;16394487.88;459.8876957;58.48674527;15.24213705;99.08980961;99.48544427;26.38439352;-2361.752614;9729.511643;1.349357555;0.661730086;146860.4636;9.991932419
11/10/2017;472.5;472.5;472.5;472.5;472.5;0;0;1;471.8785422;472.5677321;471.8692001;472.5634337;472.5634337;20660.3772;12.83476244;36.46728226;82.02519353;8.134583159;7953907.792;82.31321938;83.37748189;87.74869474;473.0074698;436.0961515;454.5518106;483.3235658;441.3141298;16373827.5;462.3188478;59.34072021;14.22516263;98.8306344;99.11718163;26.49336378;-1180.876307;9491.796996;1.337664166;0.683090573;140270.8535;8.362211438
12/10/2017;470;475;470;475;475;38000;2.5;1;470.9392711;473.7838661;470.9346;473.7817169;473.7817169;29330.1886;12.58670426;34.48364113;82.62131373;8.007947581;7983193.734;77.89906878;82.91232121;79.88544036;473.0074698;439.2980757;456.1527727;482.3314794;446.9040351;16403157.69;464.6177573;60.24436618;13.17548815;99.9948405;99.30509484;26.62953892;10446.59708;11691.04062;1.272569544;0.691074354;134141.4622;7.849713676
13/10/2017;475;475;475;475;475;1200;0;1;472.9696356;474.391933;472.9673;474.3908584;474.3908584;15265.0943;12.29751095;29.74182056;82.92468302;7.611296458;7998435.799;78.60274025;80.73361749;75.83284111;473.7817169;444.6490379;459.2153774;481.3378164;451.8632742;16418422.78;466.6005453;61.10318158;11.58426096;99.99745736;99.60764409;26.76559057;-6647.77815;10529.21905;1.282567539;0.714657347;124289.0536;6.688830523
16/10/2017;475;475;462.5;475;475;54400;0;1;473.9848178;474.6959665;467.73365;474.6954292;474.6954292;34832.54715;11.95508867;27.37091028;83.08288583;7.829637564;8033262.97;59.7068526;73.91018582;73.75268396;474.3908584;447.3245189;460.8576887;479.4823289;457.3682164;16453255.33;468.4252726;61.88341319;10.02193754;99.99873776;99.99701187;26.29939113;55343.50536;15227.98618;1.176853225;0.741902345;120040.8905;6.118803939
17/10/2017;475;475;475;475;475;36800;0;1;474.4924089;474.8479833;471.366825;474.8477146;474.8477146;35816.27358;11.5627169;16.18545514;83.16643741;7.27214145;8069073.715;70.06110464;74.48537106;70.71479064;474.6954292;458.6622595;466.6788443;479.6622042;459.3464018;16489071.6;469.504303;62.57844279;8.655613244;99.99937113;99.99852208;25.40296892;-16917.53715;1143.558078;1.195040072;0.824173357;118784.5255;3.528839534
18/10/2017;475;475;475;475;475;2400;0;1;474.7462044;474.9239916;473.1834125;474.9238573;474.9238573;19108.13679;11.12960832;14.96772757;83.21085859;6.701726726;8088178.903;70.18817751;74.68012293;69.99950585;474.8477146;459.9561297;467.4019222;479.5972713;461.4070317;16508179.74;470.5021515;63.19277664;7.367136058;99.99968612;99.999265;24.29039246;-7927.55392;4056.609523;1.158196567;0.864579859;113550.8881;3.25416417
19/10/2017;475;475;475;475;475;0;0;1;474.8731022;474.9619958;474.0917063;474.9619287;474.9619287;9554.068394;10.66648213;14.98386379;83.23455935;6.416519364;8097731.497;71.57148308;74.52411527;66.60527824;474.9238573;459.9780649;467.4509611;478.8833967;464.1187548;16517733.81;471.5010757;63.73476374;6.099805937;99.9998432;99.99963348;23.29595622;-3963.77696;10428.92104;1.143811989;0.835527904;104126.5083;3.257517027
20/10/2017;475;475;475;475;475;6800;0;1;474.9365511;474.9809979;474.5458531;474.9809643;474.9809643;8177.034197;10.18359714;11.24193189;83.24722868;6.121438674;8105907.269;70.403712;73.79307889;63.07290288;474.9619287;463.7390324;469.3504805;478.5286457;465.97243;16525910.84;472.2505379;64.21343766;5.006476478;99.99992163;99.99981699;22.40660736;-1157.821872;11277.61448;1.123588684;0.879395423;93406.41597;2.424193589
23/10/2017;475;475;475;475;475;0;0;-1;474.9682756;474.990499;474.7729266;474.9904822;474.9904822;4088.517098;9.689975312;9.370965946;83.25400795;5.973898328;8109995.155;59.67698157;73.05333773;72.40724005;474.9809643;465.6195162;470.3002403;478.1790388;467.5714991;16529999.36;472.8752689;64.6372525;4.06648197;99.99996083;99.99990855;21.67429856;-578.9109361;11461.96747;1.112727833;0.896943495;81830.12233;2.012580148
24/10/2017;470;470;470;470;470;6400;-5;1;472.4841378;472.4952495;472.3864633;472.4952411;472.4952411;5244.258549;8.993756923;5.935482973;74.75665814;3.833762921;8115238.604;-12.4984623;90.37253415;81.70390653;474.9904822;466.5597581;470.7751201;477.382658;469.1592776;16524755.1;473.2709678;62.82625048;3.056278962;90.08878173;96.6962214;21.0105839;-112.8323117;-23717.83899;1.728680643;0.850980622;71323.63399;1.272180652
25/10/2017;470;470;470;470;470;240000;0;-1;471.2420689;471.2476247;471.1932316;471.2476205;471.2476205;122622.1293;8.246268433;4.217741487;70.88103428;2.763695217;8237841.807;-87.05363945;66.52578547;88.01616727;474.9904822;467.0298791;471.0101806;476.2529788;470.8513223;16402132.97;473.5521506;60.14139969;2.044266455;70.25518667;86.78130974;20.37397251;-1.206392799;-5378.429466;1.580263311;0.801304825;99551.6685;0.903098854
26/10/2017;467.5;467.5;467.5;467.5;467.5;20000;-2.5;1;469.3710344;469.3738124;469.3466158;469.3738103;469.3738103;71311.06464;7.417176992;-1.641129257;65.42308978;2.311994698;8309141.865;-183.6899429;54.17930666;88.01660783;474.9904822;471.0149395;473.0027108;476.6342226;470.2512613;16330821.91;473.442742;56.13197614;1.219259688;25.47745188;61.94047343;19.81937183;-0.518609751;-80.5841829;1.328163378;0.875411965;124735.7313;-0.348424035
27/10/2017;462.5;475;462.5;475;475;16800;7.5;1;465.9355172;472.1869062;465.9233079;472.1869051;472.1869051;44055.53232;6.90748412;-0.820564628;69.23371404;2.3570175;8353197.383;-134.1782619;53.17679454;87.22302452;474.9904822;469.3738103;472.1821462;476.6351321;470.1409432;16374877.44;473.3880376;53.49568594;0.72158465;69.07979765;54.93747873;19.66559393;44333.04177;3923.118748;1.082334916;0.853610086;137716.3551;-0.173478154
30/10/2017;475;475;475;475;475;0;0;-1;470.4677586;473.5934531;470.461654;473.5934526;473.5934526;22027.76616;6.541637544;0.839717686;70.94887965;2.363759479;8375225.142;-14.40374184;51.68690118;86.09143425;474.9904822;469.3738103;472.1821462;476.6743514;470.2136863;16396905.21;473.4440188;51.70719916;0.3818718;84.59229127;59.7165136;19.68261902;-22263.18766;3133.959421;1.14560591;0.813388012;137515.774;0.177622644
31/10/2017;473.75;473.75;473.75;473.75;473.75;4000;-1.25;1;472.1088793;473.6717265;472.105827;473.6717263;473.6717263;13013.88308;6.186701092;1.044858843;71.04512449;2.367130468;8388239.02;13.64978907;48.6823641;85.43822747;474.9904822;469.3738103;472.1821462;476.7154574;470.3118947;16409919.09;473.5136761;50.24406252;0.0882448;85.45555439;79.70921444;19.5852106;-9420.867868;2663.351738;1.159504068;0.810965078;129073.0637;0.221074788
01/11/2017;472.5;473.75;472.5;473.75;473.75;134400;0;1;472.3044397;473.7108633;472.3029135;473.7108631;473.7108631;73706.94154;5.84123529;1.147429421;71.09642237;2.41048263;8461945.948;17.12318863;54.05784152;89.35527008;474.9904822;469.3738103;472.1821462;476.7520659;470.4282769;16483626.03;473.5901714;49.02522766;-0.109308699;85.88718595;85.3116772;19.4280496;-150.8578162;2732.019637;1.146275714;0.813044677;137337.5171;0.242809608
02/11/2017;475;475;475;475;475;44800;1.25;1;473.6522198;474.3554316;473.6514567;474.3554316;474.3554316;59253.47077;5.55542298;0.573714711;71.97262871;2.267463222;8521199.408;59.40607066;56.6301681;90.36614915;474.9904822;469.3738103;472.1821462;476.8124585;470.4443795;16542879.5;473.628419;48.20916573;-0.203426547;92.99598542;88.11290859;19.27272931;-418.1870212;2007.700697;1.222629684;0.818057386;147086.5746;0.121092624
03/11/2017;475;475;475;475;475;0;0;1;474.3261099;474.6777158;474.3257284;474.6777158;474.6777158;29626.73538;5.293895575;0.286857355;72.42052149;2.195953518;8550826.138;72.93312181;57.76480754;89.91660529;474.9904822;469.3738103;472.1821462;476.8530434;470.4420423;16572506.24;473.6475428;47.62942788;-0.231410356;96.55038516;91.81118551;19.13686746;-209.0935106;2436.94634;1.188639116;0.820808593;147130.0054;0.060468567
06/11/2017;475;475;475;475;475;0;0;1;474.663055;474.8388579;474.6628642;474.8388579;474.8388579;14813.36769;5.041520533;0.143428678;72.65462547;1.743531999;8565639.503;77.5667029;62.72576175;94.21193769;474.9904822;469.3738103;472.1821462;476.8758797;470.4383298;16587319.6;473.6571048;47.19349936;-0.211784372;98.32758503;95.9579852;19.0099962;-104.5467553;-1259.590468;1.450595947;0.779774672;138485.6608;0.030214885
07/11/2017;475;475;475;475;475;800;0;1;474.8315275;474.919429;474.8314321;474.9194289;474.9194289;7806.683846;4.792764895;0.071714339;72.77841088;1.517321239;8573446.185;76.95832398;60.65110725;96.40221673;474.9904822;469.3738103;472.1821462;476.8879252;470.4358463;16595126.29;473.6618857;46.84957016;-0.06238298;99.21618496;98.03138505;18.25693652;-49.59498674;-135.0609904;1.365548594;0.75008136;124843.677;0.015102597
08/11/2017;475;475;475;475;475;8000;0;1;474.9157637;474.9597145;474.915716;474.9597145;474.9597145;7903.341923;4.546466133;0.035857169;72.84426461;1.40421586;8581349.526;76.67620816;59.7539309;97.48585161;474.9904822;469.3738103;472.1821462;476.8941035;470.4344489;16603029.63;473.6642762;46.56791163;0.128083735;99.66048493;99.06808497;17.44605607;-12.24710969;392.6261303;1.312749454;0.731647144;110428.1394;0.007550088
09/11/2017;475;475;475;475;475;0;0;1;474.9578819;474.9798572;474.957858;474.9798572;474.9798572;3951.670962;4.303292268;0.017928585;72.87941249;1.34766317;8585301.196;76.54020707;59.28928861;98.0649659;474.9904822;469.3738103;472.1821462;476.8972314;470.4337115;16606981.3;473.6654714;46.33083161;0.359151528;99.88263491;99.58643493;16.73243467;-6.123554846;656.4696906;1.283026427;0.721269689;95749.30192;0.003774741
10/11/2017;475;475;475;475;475;0;0;1;474.9789409;474.9899286;474.978929;474.9899286;474.9899286;1975.835481;4.064534481;0.008964292;72.89820432;1.319386825;8587277.031;76.47341816;58.76194276;97.44494988;474.9904822;469.3738103;472.1821462;476.898805;470.4333331;16608957.14;473.666069;46.12731143;0.5363674;99.9937099;99.84560991;16.1179478;-3.061777423;733.4536969;1.267209403;0.715747355;81668.51576;0.001887295
13/11/2017;475;475;475;475;475;0;0;1;474.9894705;474.9949643;474.9894645;474.9949643;474.9949643;987.9177404;3.831555763;0.004482146;72.90826066;1.305248653;8588264.949;69.18587646;58.49305281;94.97045795;474.9904822;469.3738103;472.1821462;476.8995942;470.4331415;16609945.05;473.6663679;45.95013085;0.682783318;99.99999999;99.9587816;15.60417044;-1.530888711;771.9457001;1.259043901;0.712896464;68798.12103;0.000943629
14/11/2017;475;475;475;475;475;8000;0;1;474.9947352;474.9974822;474.9947323;474.9974822;474.9974822;4493.95887;3.60555898;2.502241073;72.91364491;1.131830721;8592758.907;57.99151279;59.52875745;93.2733827;474.9949643;469.3738103;472.1843873;477.0657056;470.6006623;16614439.01;473.8331839;45.79430685;0.975649142;100;99.9979033;15.17669388;-0.084134733;779.4622452;1.31826668;0.668757463;58708.48064;0.529580164
15/11/2017;480;480;480;480;480;80000;5;1;477.4973676;477.4987411;477.4973661;477.4987411;477.4987411;42246.97944;3.586937608;6.251120537;77.64293907;1.211780686;8635005.878;151.6486584;82.18386576;90.85482323;474.9974822;469.3738103;472.1856462;477.6491627;470.8506879;16656685.99;474.2499253;47.02310662;1.548310264;100;100;14.81942649;-0.002237426;779.5425222;1.306396526;0.690535831;62685.98411;1.326504424
16/11/2017;480;495;480;495;495;8800;15;1;478.7486838;486.2493705;478.7486831;486.2493705;486.2493705;25523.48972;4.229527344;16.87556027;86.48687295;1.668422335;8660529.368;318.9750013;0;92.64520236;477.4987411;469.3738103;473.4362757;481.5836686;469.1662567;16682209.48;475.3749626;52.4281269;2.471295051;100;100;15.88239006;110192.6111;8125.75117;1.225851739;0.475523196;66735.52915;3.595334869
17/11/2017;495;495;495;495;495;4000;0;1;486.8743419;490.6246853;486.8743415;490.6246853;490.6246853;14761.74486;5.033809055;18.43778013;88.84978361;1.542536766;8675291.113;278.2549746;0;93.49584279;486.2493705;472.1869051;479.2181378;486.1858248;467.0224712;16696971.23;476.604148;58.11372159;3.516830653;100;100;17.00235901;-47640.29688;1994.19526;1.716405903;0.39221407;67022.21375;3.904763121
20/11/2017;495;495;495;495;495;4000;0;1;490.937171;492.8123426;490.9371708;492.8123426;492.8123426;9380.872429;5.781092931;19.21889007;89.80481929;1.479593981;8684671.985;210.123589;0;93.91459892;490.6246853;473.5934526;482.1090689;490.2498606;465.520954;16706352.1;477.8854073;62.86785552;4.544523087;100;100;17.76671062;-18741.69788;2228.961245;1.711376885;0.34524348;64031.38833;4.058098769
21/11/2017;495;495;495;495;495;0;0;1;492.9685855;493.9061713;492.9685854;493.9061713;493.9061713;4690.436215;6.387947339;20.23444503;90.25210041;1.448122589;8689362.421;159.7111004;0;93.67522162;492.8123426;473.6717263;483.2420345;493.7019262;464.7668145;16711042.54;479.2343703;66.60561164;5.459247084;100;100;18.28673068;-9370.848938;2232.295841;1.737471323;0.291454112;58479.24507;4.27182876
22/11/2017;495;495;495;495;495;40000;0;1;493.9842927;494.4530857;493.9842927;494.4530857;494.4530857;22345.21811;6.834234445;20.74222252;90.47594207;1.390720226;8711707.639;128.2960008;0;84.80768631;493.9061713;473.7108631;483.8085172;496.5949252;464.6394452;16733387.75;480.6171852;69.51664089;6.346231856;100;100;18.65093508;-491.7536384;2209.569453;1.803407823;0.241612342;58001.46085;4.37866727
23/11/2017;500;500;500;500;500;8000;5;1;496.9921464;497.2265428;496.9921463;497.2265428;497.2265428;15172.60905;7.327251019;22.87111126;91.53240726;1.528685711;8726880.249;122.921395;0;72.08536555;494.4530857;474.3554316;484.4042586;499.723123;464.5607288;16748560.36;482.1419259;72.34563822;7.238594792;100;100;18.91523609;-181.0555829;2225.378215;1.692533123;0.327945401;57360.79193;4.821513518
24/11/2017;500;500;500;500;500;0;0;-1;498.4960732;498.6132714;498.4960732;498.6132714;498.6132714;7586.304527;7.740638353;23.93555563;92.00736645;1.597668454;8734466.553;110.7962272;0;55.80901211;497.2265428;474.6777158;485.9521293;502.6163025;464.8589568;16756146.67;483.7376296;74.75598789;7.932857478;100;100;19.11369217;-90.52779145;2233.282596;1.644276651;0.365520509;54297.90681;5.042485635
27/11/2017;487.5;493.75;487.5;493.75;493.75;100000;-6.25;1;492.9980366;496.1816357;492.9980366;496.1816357;496.1816357;53793.15226;7.782328277;21.34277781;83.2358073;1.960284527;8788259.705;71.70729931;75.46626085;66.4698736;498.6132714;474.8388579;486.7260647;504.356409;465.964554;16702353.52;485.1604815;73.4582706;8.453878796;89.77524121;96.59174707;19.65230975;9073.823277;2845.173932;1.401376224;0.488367609;65224.73801;4.494741207
28/11/2017;487.5;500;487.5;500;500;100800;6.25;-1;490.2490183;498.0908179;490.2490183;498.0908179;498.0908179;77296.57613;7.878603252;23.17138891;84.48045186;2.477204707;8865556.281;64.43304324;81.39459356;69.80345875;498.6132714;474.9194289;486.7663502;506.0845001;467.3259814;16779650.09;486.7052407;72.84220752;8.83812378;97.79532719;95.85685613;20.82193794;23628.90828;4423.740817;1.239102507;0.545918646;88359.64881;4.879014733
29/11/2017;475;495;475;495;495;167200;-5;-1;482.6245091;496.5454089;482.6245091;496.5454089;496.5454089;122248.2881;7.740967227;21.58569445;79.36978934;3.505358726;8987804.57;30.87747144;56.5142073;71.09690997;498.6132714;474.9597145;486.7864929;507.0203216;469.2682525;16657401.8;488.144287;70.49167914;8.851755082;91.25839632;92.94298824;22.51737158;34612.56851;6732.061858;0.992970492;0.679871062;128688.4177;4.544742174
30/11/2017;492.5;492.5;492.5;492.5;492.5;40000;-2.5;1;487.5622546;494.5227045;487.5622546;494.5227045;494.5227045;81124.14403;7.383561242;19.54284723;73.16303012;4.102769068;9068928.714;26.55693652;63.47904167;72.09731762;498.6132714;474.9798572;486.7965643;507.1714246;471.7228624;16576277.66;489.4471435;66.30490977;8.332319894;82.69227516;90.58199955;23.93876798;-29860.32287;4741.781903;1.040676346;0.726812819;159299.831;4.114458104
01/12/2017;492.5;492.5;492.5;492.5;492.5;0;0;1;490.0311273;493.5113522;490.0311273;493.5113522;493.5113522;40562.07202;6.938721488;18.52142361;70.2212419;4.401474239;9109490.786;19.56897846;66.18764774;82.0431404;498.6132714;474.9899286;486.8016;506.7043911;474.6594191;16535715.59;490.6819051;61.92210403;7.692459359;78.40348424;84.1180519;24.65640618;-14930.16144;3746.641926;1.05967295;0.745505158;170246.9929;3.899329754
04/12/2017;497.5;497.5;497.5;497.5;497.5;28000;5;1;493.7655636;495.5056761;493.7655636;495.5056761;495.5056761;34281.03601;6.670217929;20.51071181;72.55293856;4.534062511;9143771.822;42.46885735;68.23005413;88.0814805;498.6132714;474.9949643;486.8041179;505.8269772;478.2715946;16569996.62;492.0492859;59.03569949;7.030439432;86.84255924;82.64610621;25.01835575;-4416.423436;3452.315756;1.10894459;0.727435546;170155.9804;4.318090369
05/12/2017;495;497.5;495;497.5;497.5;6000;0;1;494.3827818;496.5028381;494.3827818;496.5028381;496.5028381;20140.518;6.463383695;21.5053559;73.65790481;4.675216267;9163912.34;47.01653592;69.11779382;98.80624015;498.6132714;474.9974822;486.8053768;503.9402673;483.0256852;16590137.14;493.4829763;57.05893829;6.108092313;90.0054801;85.08384119;25.26169097;1999.705632;3585.635074;1.114381506;0.721481573;161058.3691;4.527467347
06/12/2017;497.5;497.5;497.5;497.5;497.5;52000;0;1;495.9413909;497.001419;495.9413909;497.001419;497.001419;36070.259;6.267450128;19.50267795;74.21402661;4.579134213;9199982.599;62.3173707;68.86752585;98.72731282;498.6132714;477.4987411;488.0560062;500.9282387;488.6380709;16626207.4;494.7831548;55.63856102;5.127575698;91.88580021;89.57794652;25.3887686;-1557.598479;3481.795324;1.139432957;0.708398818;154171.8497;4.084341229
07/12/2017;498.75;498.75;497.5;497.5;497.5;8800;0;1;497.3456955;497.8757095;496.7206955;497.2507095;497.2507095;22435.1295;6.062403411;11.00133898;74.50239799;4.072759853;9198137.58;81.36253177;68.73398752;98.57814869;498.6132714;486.2493705;492.431321;499.7372387;491.2959161;16648642.53;495.5165774;54.57052784;4.104131622;91.47800263;91.12309431;25.48768983;244.5051569;-3848.078405;1.169502799;0.780610401;136751.9633;2.262489094
08/12/2017;497.5;497.5;497.5;497.5;497.5;0;0;1;497.4228477;497.6878548;497.1103477;497.3753548;497.3753548;11217.56475;5.842610265;6.750669488;74.6542453;3.819572673;9197215.071;81.6025315;68.54760787;98.50064743;498.6132714;490.6246853;494.6189783;499.3642202;492.5690239;16659860.1;495.966622;53.73605096;3.155608914;92.25758294;91.87379526;25.5646198;-1486.572071;-771.1634178;1.056622874;0.834804928;116900.1239;1.375933517
11/12/2017;475;497.5;475;497.5;497.5;6800;0;1;486.2114239;497.5939274;486.0551739;497.4376774;497.4376774;9008.782375;5.60879681;4.625334744;74.73485046;4.442979083;9205979.872;-59.20645634;66.91508414;98.65155294;498.6132714;492.8123426;495.712807;499.2894783;493.2604771;16668868.88;496.2749777;53.06386343;2.442504841;92.6473731;92.12765289;26.19150168;701976.783;47276.73531;0.826521955;0.887530125;100940.4331;0.93855903
12/12/2017;475;497.5;475;497.5;497.5;3200;0;1;480.6057119;497.5469637;480.5275869;497.4688387;497.4688387;6104.391188;5.36417752;3.562667372;74.77782126;5.504682288;9212028.221;-116.9068439;65.91105195;98.85594004;498.6132714;493.5113522;496.0623118;499.2955298;493.7294479;16674973.27;496.5124888;52.50945845;1.713163244;93.6721625;92.85903951;27.29414205;764013.8792;98835.71718;0.770327058;0.921146283;87159.54016;0.721324733
13/12/2017;497.5;497.5;487.5;497.5;497.5;51200;0;1;489.052856;497.5234818;484.0137935;497.4844193;497.4844193;28652.19559;5.112636904;3.031333686;74.80078126;6.368867224;9240514.724;-59.08516397;66.28680928;98.98161516;498.6132714;493.5113522;496.0623118;499.3035723;494.1255832;16703625.46;496.7145778;52.04380328;1.666355909;93.7583116;93.3592824;28.44779363;-82741.99467;93352.36778;0.828169045;0.936998791;82662.19497;0.613068009
14/12/2017;525;525;525;525;525;160000;27.5;1;507.026428;511.2617409;504.5068967;511.2422097;511.2422097;94326.0978;5.954784801;14.01566684;86.46093315;7.102458184;9334295.344;333.2747896;70.55119167;99.08688138;498.6132714;493.5113522;496.0623118;505.3574772;489.9404338;16797951.56;497.6489555;56.5038109;2.639699388;99.93645099;95.78897503;29.41666406;-24186.26504;91752.02048;0.967957618;0.881935663;103146.9153;2.818768838
15/12/2017;525;525;525;525;525;0;0;-1;516.013214;518.1308705;514.7534484;518.1211048;518.1211048;47163.0489;7.095470264;19.50783342;89.15038953;7.469253665;9381185.655;298.0977869;72.33269586;96.76174701;511.2422097;493.5113522;502.376781;511.7623725;486.136583;16845114.61;498.9494778;61.56052854;3.871990248;99.97402986;97.88959749;30.19581145;-12093.13252;90951.84684;1.027554929;0.858460108;117069.6801;3.912417607
18/12/2017;500;522.5;487.5;522.5;522.5;40400;-2.5;1;508.006607;520.3154352;501.1267242;520.3105524;520.3105524;43781.52445;8.082966427;24.12891671;89.83872932;8.374152079;9424944.898;168.0722828;73.22156689;97.36655128;518.1211048;493.5113522;505.8162285;517.0945728;484.0215717;16888896.14;500.5580722;65.53688076;5.123436883;99.98772788;99.96606958;31.24835469;346491.1956;113446.3383;0.942372629;0.856363367;126046.0539;4.862920143
19/12/2017;497.5;522.5;497.5;522.5;522.5;121600;0;-1;502.7533035;521.4077176;499.3133621;521.4052762;521.4052762;82690.76222;8.851860573;23.31445836;90.17273558;9.324322477;9507617.385;121.1096712;73.55238015;97.17130532;520.3105524;493.5113522;506.9109523;521.5562402;482.6684987;16971586.9;502.1123694;68.58220009;6.008608092;99.99402789;99.98526188;32.45609822;38818.32768;114458.9663;0.954934711;0.876840915;144564.3571;4.680764535
